NAME,LATITUDE,LONGITUDE,CATEGORY,ADDRESS,CITY,PROVINCE,RATING,REVIEWS,NEARBY_MOSQUES,NEARBY_TOILETS,NEARBY_HALAL_FOOD,NEARBY_UMKM,NEARBY_LODGING,MOSQUE_SAMPLES,FOOD_SAMPLES,UMKM_SAMPLES,SOURCE,VENDOR_ID,STATUS
"Hidden gem",-7.330456499999999,108.2095475,"umkm","Jl. Riung Asih, Tuguraja, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46123, Indonesia","Jawa Barat 46123","Kab. Tasikmalaya",5,5,5,1,19,1,20,"Mushola dan WC Umum; MASJID JAMI JAMI'ATUL KHOIR; Masjid jami AL-BAROKAH","LAOBAN TASIKMALAYA by UNCLE OSH T; SAUNG TONCOM & KOPI MAQHA; Tiga_Macan","PUSAT BORDIR TASIKMALAYA","google","ChIJR-0AC8FXby4RGbeW6zx4ZbY","PENDING"
"Kampung Lorong Merah Putih (Kp. Cibahong)",-7.3856001,108.1581504,"tourist_attraction","J575+Q72, Cipawedal, Suka Menak, Kec. Sukarame, Kabupaten Tasikmalaya, Jawa Barat 46461, Indonesia","Jawa Barat 46461","Kabupaten Tasikmalaya",4.8,22,2,0,0,0,10,"Masjid Ummi Salamah; Mesjid Baiturrohman","","","google","ChIJwalAZgBXby4RsS50ATIJk9I","PENDING"
"Curug Putih",-7.237865599999999,108.1025953,"tourist_attraction","Q463+V25, Sukamukti, Cisayong, Tasikmalaya Regency, West Java 46153, Indonesia","West Java 46153","Tasikmalaya Regency",4.4,66,0,0,0,0,2,"","","","google","ChIJJ36RtYlNby4RTgEuw40zYHo","PENDING"
"Curug Cimanintin",-7.500337600000001,108.326814,"tourist_attraction","F8XG+VP8, Tanjungsari, Salopa, Tasikmalaya Regency, West Java 46192, Indonesia","West Java 46192","Tasikmalaya Regency",4.5,232,1,0,0,0,0,"Mushola as syakirin","","","google","ChIJk4Ah02DxZS4Rw1qR1kbK0BM","PENDING"
"ELITA SWIMMING POOL",-7.3917406,108.1676162,"tourist_attraction","Cipawedal, Suka Menak, Kec. Sukarame, Kab. Tasikmalaya, Jawa Barat 46461, Indonesia","Jawa Barat 46461","Kab. Tasikmalaya",4.4,150,0,1,0,0,6,"","","","google","ChIJEUFLustXby4RAy9xZsNeMhQ","PENDING"
"Puncak Pelita",-7.1933509,108.107009,"tourist_attraction","sukamaju, Kertamukti, Kec. Ciawi, Kabupaten Tasikmalaya, Jawa Barat 46156, Indonesia","Jawa Barat 46156","Kabupaten Tasikmalaya",4.4,326,0,0,0,0,0,"","","","google","ChIJAeIpElJMby4Rfh7xeU4zdyg","PENDING"
"Pangangonan Hill",-7.4451173,108.3865568,"tourist_attraction","Dusun. Pacargantung, RT./rw/RW.02/01, Karangjaya, Kec. Karangjaya, Kabupaten Tasikmalaya, Jawa Barat 46199, Indonesia","Jawa Barat 46199","Kabupaten Tasikmalaya",4.7,206,0,0,0,0,0,"","","","google","ChIJnSSPM1v1ZS4RlW1yVvWJc8M","PENDING"
"Wisata Jeep Galunggung",-7.269945099999999,108.0980555,"tourist_attraction","Linggajati, Sukaratu, Tasikmalaya Regency, West Java 46415, Indonesia","West Java 46415","Tasikmalaya Regency",5,28,0,0,0,0,2,"","","","google","ChIJd9uCIABTby4RTETzMS9YfGU","PENDING"
"Icon Taraju",-7.4628032,107.980569,"tourist_attraction","Kebun Desa, Taraju, Kec. Taraju, Kabupaten Tasikmalaya, Jawa Barat 46474, Indonesia","Jawa Barat 46474","Kabupaten Tasikmalaya",4.6,263,1,1,0,0,1,"Mushola Manarul Huda Ciparada","","","google","ChIJO9_Iz9sBZi4R5TA12htRToo","PENDING"
"Taman Cigeureung",-7.3063465,108.2174636,"tourist_attraction","Taman, Jl. Cigeureung, Nagarasari, Kec. Cipedes, Kab. Tasikmalaya, Jawa Barat 46132, Indonesia","Jawa Barat 46132","Kab. Tasikmalaya",4.4,109,0,1,3,1,20,"","PISANG PASIR ENDES (PISPAS ENDES); Sambel Pecel Pele; Bubur Ayam Plat Z","PUSAT BORDIR TASIKMALAYA","google","ChIJ8-F9f7tQby4RUH-6dZr41Yw","PENDING"
"Situ Cilangla",-7.4611261,107.991804,"tourist_attraction","GXQR+GPV, Desa, Raksasari, Kec. Taraju, Kabupaten Tasikmalaya, Jawa Barat 46474, Indonesia","Jawa Barat 46474","Kabupaten Tasikmalaya",4.3,15,0,0,0,0,1,"","","","google","ChIJn8Q-zYwBZi4RDOGc0To5xVE","PENDING"
"Arjuna Waterfall",-7.235701,108.1095303,"tourist_attraction","Q475+GM6, Sukamukti, Cisayong, Tasikmalaya Regency, West Java 46153, Indonesia","West Java 46153","Tasikmalaya Regency",4.9,11,0,0,0,0,2,"","","","google","ChIJBQe3CShNby4Rg7mQXvsg-mQ","PENDING"
"Galunggung Tunnel",-7.262211600000001,108.0790584,"tourist_attraction","P3QH+4J7, Jl. Ke Kawah, Linggajati, Kec. Sukaratu, Kabupaten Tasikmalaya, Jawa Barat 46415, Indonesia","Jawa Barat 46415","Kabupaten Tasikmalaya",4.6,116,1,0,0,0,1,"Mushola Kawah Galunggung","","","google","ChIJbSyz_OxTby4Rr67jxxikSsE","PENDING"
"Tujuan Wisata Di Tasikmalaya / Wisata Sejarah Tasikmalaya/ Walking Tour Di Tasikmalaya",-7.3275007,108.2144304,"tourist_attraction","komplek Mayasari Plaza No.1-4, Argasari, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46122, Indonesia","Jawa Barat 46122","Kab. Tasikmalaya",5,13,4,1,20,1,20,"Masjid Al Mu'min Kalektoran; Masjid Jam'i AL HIDAYAH; Masjid Jami Atta'awun","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; Kenyang Culinary Tasikmalaya","PUSAT BORDIR TASIKMALAYA","google","ChIJP_cowwbjlYsRi3WxzaSzpIQ","PENDING"
"Eduwisata Tasikmalaya",-7.3660983,108.2526765,"tourist_attraction","Jl. Bandung Jl. Perum Kotabaru No.144, Kotabaru, Kec. Cibeureum, Kab. Tasikmalaya, Jawa Barat 46196, Indonesia","Jawa Barat 46196","Kab. Tasikmalaya",5,2,0,0,2,1,20,"","keluarga besar IS HARISMAN; Warung Nasi Bronco","Galeri Pusat Kerajinan Khas Tasikmalaya","google","ChIJB1ln68JZby4RPDxF18e50Ww","PENDING"
"Objek wisata cokmus/tempat arum jeram",-7.4258116,108.1858728,"tourist_attraction","Jl. Air Tanjung, Leuwiliang, Kec. Kawalu, Kab. Tasikmalaya, Jawa Barat 46182, Indonesia","Jawa Barat 46182","Kab. Tasikmalaya",4.7,3,1,0,0,0,0,"Mesjid Kaler","","","google","ChIJvSxuDWVXby4RaMTFEnXAhxQ","PENDING"
"Trans studio mini Tasikmalaya",-7.317599299999999,108.1991634,"tourist_attraction","Transmall Tasikmalaya, Jl. Ir. H. Juanda No.18 3rd Floor, Sukamulya, Kec. Bungursari, Kab. Tasikmalaya, Jawa Barat 46151, Indonesia","Jawa Barat 46151","Kab. Tasikmalaya",4.2,44,5,5,3,1,20,"Mushola SPBU Rancabango; Masjid Al Mustofa; Masjid As Sanusi","D'NOXIS FOOD COURT; RM Padang Roda Baru 36; SOTO KHAS BETAWI IBU SITI","PUSAT BORDIR TASIKMALAYA","google","ChIJu54C6_tXby4Rvympzi3cERg","PENDING"
"Monumen Pesawat Taman Kota Tasikmalaya",-7.3264946,108.2209114,"tourist_attraction","M6FC+96W, Yudanagara, Cihideung, Tasikmalaya Regency, West Java 46121, Indonesia","West Java 46121","Tasikmalaya Regency",4.7,11,7,2,20,1,20,"Mushola Al-Amin; Masjid Al Mu'min Kalektoran; Masjid Jam'i AL HIDAYAH","LAOBAN TASIKMALAYA by UNCLE OSH T; Tiga_Macan; Kenyang Culinary Tasikmalaya","PUSAT BORDIR TASIKMALAYA","google","ChIJZfb9pjRXby4RkcF7XDI7cFc","PENDING"
"Curug Gedus",-7.5421608,108.073243,"tourist_attraction","Sepatnunggal, Sodonghilir, Tasikmalaya Regency, West Java 46473, Indonesia","West Java 46473","Tasikmalaya Regency",4.4,261,0,0,0,0,0,"","","","google","ChIJ96ON5xL9ZS4Rupl6KjXsTy0","PENDING"
"Curug cipinaha",-7.457835299999998,108.3173478,"tourist_attraction","G8R9+Q3, Malatisuka, Gunungtanjung, Tasikmalaya Regency, West Java 46168, Indonesia","West Java 46168","Tasikmalaya Regency",4.6,23,1,0,0,0,0,"Mushola arrohman","","","google","ChIJD15uMgD3ZS4RCAeEi-9cgFI","PENDING"
"Curug Tonjong",-7.430816,108.2362264,"tourist_attraction","H69P+MFH, Setiawangi, Jatiwaras, Tasikmalaya Regency, West Java 46196, Indonesia","West Java 46196","Tasikmalaya Regency",3.7,77,0,0,0,0,0,"","","","google","ChIJE3mqJ5D3ZS4RqR54Dq3-PoE","PENDING"
"Taman wisata curug cikoja",-7.6437637,108.2478153,"tourist_attraction","Citamiang, Cikatomas, Linggalaksana, Kec. Cikatomas, Kabupaten Tasikmalaya, Jawa Barat 46193, Indonesia","Jawa Barat 46193","Kabupaten Tasikmalaya",4.3,144,0,0,0,0,0,"","","","google","ChIJcwAAAFTvZS4RecdJUytqTQw","PENDING"
"Curug Cinunjang",-7.550303899999999,108.2046799,"tourist_attraction","Kp. Cinunjang, C6X3+VVF, Desa, Mandalamekar, Kec. Jatiwaras, Kabupaten Tasikmalaya, Jawa Barat 46185, Indonesia","Jawa Barat 46185","Kabupaten Tasikmalaya",4.6,12,1,0,0,0,0,"Musholla Cikirai","","","google","ChIJO83e6kX7ZS4RRqbnTxaLaPQ","PENDING"
"Curug Ciwatin",-7.640735100000001,108.2343549,"tourist_attraction","Linggalaksana, Cikatomas, Tasikmalaya Regency, West Java 46193, Indonesia","West Java 46193","Tasikmalaya Regency",4.3,123,0,0,0,0,0,"","","","google","ChIJHdnV2vjlZS4RyQgBqW5KGn4","PENDING"
"Curug Sawer",-7.554599299999999,108.2194607,"tourist_attraction","Mandalamekar, Jatiwaras, Tasikmalaya Regency, West Java 46185, Indonesia","West Java 46185","Tasikmalaya Regency",4.4,257,0,0,0,0,0,"","","","google","ChIJB-KO_bn6ZS4R0ZbroHHG7TU","PENDING"
"Curug Teduh",-7.342652399999999,108.2972336,"umkm","Pasir Jambu, Kamulyan, Kec, Singkup, Kec. Manonjaya, Kab. Tasikmalaya, Jawa Barat 46197, Indonesia","Jawa Barat 46197","Kab. Tasikmalaya",4.4,47,3,1,1,0,4,"Musholah Miftahul Khoer; Masjid Al-Ikhlas; Mesjid Nurunnajah","Bajigur bandrek sinar fajar","","google","ChIJ32mVCHRZby4RBOuOMxPxlpI","PENDING"
"Curug Meber",-7.2836852,108.0400557,"tourist_attraction","Sukaharja, Sariwangi, Tasikmalaya Regency, West Java 46465, Indonesia","West Java 46465","Tasikmalaya Regency",4.4,21,0,0,0,0,0,"","","","google","ChIJLwF1OdasaC4R0rlVJtx82Y8","PENDING"
"Curug pariuk",-7.7349674,108.2584764,"tourist_attraction","7785+299, Kubangsari, Pancatengah, Tasikmalaya Regency, West Java 46195, Indonesia","West Java 46195","Tasikmalaya Regency",4.9,24,0,0,0,0,0,"","","","google","ChIJn0g16h_DZS4Rxkl9WQXTVss","PENDING"
"Curug hareeuss",-7.428119499999999,108.2131175,"tourist_attraction","Urug, Kawalu, Tasikmalaya Regency, West Java 46182, Indonesia","West Java 46182","Tasikmalaya Regency",4.7,3,0,0,0,0,0,"","","","google","ChIJ080D0-v5ZS4RFfu-GWSTZL4","PENDING"
"Wisata Curug Candung",-7.2866234,107.9520782,"tourist_attraction","PX72+9R4, Sirnagalih, Cigalontang, Tasikmalaya Regency, West Java 46463, Indonesia","West Java 46463","Tasikmalaya Regency",4.5,75,0,1,0,0,0,"","","","google","ChIJZZL52yKvaC4Ryz1F6j0KFAU","PENDING"
"Curug Cimedang",-7.293417,108.0504777,"umkm","P342+J5Q, Sukaharja, Sariwangi, Tasikmalaya Regency, West Java 46465, Indonesia","West Java 46465","Tasikmalaya Regency",4.5,94,0,0,0,0,0,"","","","google","ChIJp7RwOyJTby4RIihu_MyQtZU","PENDING"
"Wisata Curug Ciherang",-7.218147000000001,108.1016952,"tourist_attraction","Q4J2+PMW, Sukamukti, Cisayong, Tasikmalaya Regency, West Java 46153, Indonesia","West Java 46153","Tasikmalaya Regency",4.6,30,1,0,0,0,1,"Mushola An Nur","","","google","ChIJK3PSfDFNby4Rpd8oI5jActQ","PENDING"
"Curug Catang",-7.2181244,108.1011075,"tourist_attraction","Unnamed Road, Q4J2+QC5, Sukamukti, Kec. Cisayong, Kabupaten Tasikmalaya, Jawa Barat 46153, Indonesia","Jawa Barat 46153","Kabupaten Tasikmalaya",4.6,59,1,0,0,0,1,"Mushola An Nur","","","google","ChIJfdn4tURNby4RHqLNsWaTreY","PENDING"
"Curug Rahong",-7.4565871,108.1459441,"tourist_attraction","G4VW+998, Mekarjaya, Sukaraja, Tasikmalaya Regency, West Java 46183, Indonesia","West Java 46183","Tasikmalaya Regency",4.3,20,0,0,0,0,0,"","","","google","ChIJI-gNVTL5ZS4R9muUzwNAIcc","PENDING"
"Curug Cibakom",-7.6429366,108.2452618,"tourist_attraction","964W+R4C, Linggalaksana, Cikatomas, Tasikmalaya Regency, West Java 46193, Indonesia","West Java 46193","Tasikmalaya Regency",4.3,18,0,0,0,0,0,"","","","google","ChIJPVhrwFPvZS4R2RU_8iPqgww","PENDING"
"Curug Bunar",-7.062659699999999,108.1318526,"tourist_attraction","W4PJ+WPQ, Sukapada, Pagerageung, Tasikmalaya Regency, West Java 46158, Indonesia","West Java 46158","Tasikmalaya Regency",4.7,106,0,0,0,0,2,"","","","google","ChIJkSvZ1INJby4RDYRaa-z4L5g","PENDING"
"curug cinila",-7.282690799999999,108.0396574,"tourist_attraction","Cingaloma, P28Q+WVF, Cigalontang, Sukaharja, Kec. Sariwangi, Kabupaten Tasikmalaya, Jawa Barat 46465, Indonesia","Jawa Barat 46465","Kabupaten Tasikmalaya",4.2,10,0,0,0,0,0,"","","","google","ChIJWcnPO9asaC4RTBPzaG_cXXU","PENDING"
"Curug cibunut",-7.41301,108.1898989,"tourist_attraction","H5PQ+QXR, Kp babakan karamat, Leuwiliang, Kec. Kawalu, Kab. Tasikmalaya, Jawa Barat 46182, Indonesia","Jawa Barat 46182","Kab. Tasikmalaya",5,1,0,0,0,0,1,"","","","google","ChIJ3Th-MgD5ZS4RKRI3slg8TQk","PENDING"
